news_id,user_id,title,news_type,news_title_hash
140,7398,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,7401,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
10,7430,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
150,7456,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
109,7458,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
42,7461,National poll: Clinton leads Trump by 6,Real,B4EA27
82,7472,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
45,7480,How to watch the first presidential debate,Real,F6430A
140,7482,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
121,7483,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
140,7483,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,7483,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,7508,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,7514,How to watch the first presidential debate,Real,F6430A
21,7564,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
42,7566,National poll: Clinton leads Trump by 6,Real,B4EA27
17,7569,Jeb Bush to lecture at Harvard this fall,Real,A26558
82,7569,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
140,7578,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,7619,How to watch the first presidential debate,Real,F6430A
45,7623,How to watch the first presidential debate,Real,F6430A
138,7624,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,7624,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,7649,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
150,7697,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,7718,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,7731,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
109,7746,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
10,7756,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,7756,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
41,7756,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,7756,National poll: Clinton leads Trump by 6,Real,B4EA27
114,7762,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report,Fake,6513A0
42,7765,National poll: Clinton leads Trump by 6,Real,B4EA27
10,7772,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
41,7772,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,7772,National poll: Clinton leads Trump by 6,Real,B4EA27
45,7779,How to watch the first presidential debate,Real,F6430A
98,7825,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
115,7830,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
42,7837,National poll: Clinton leads Trump by 6,Real,B4EA27
138,7850,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
109,7859,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
98,7862,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
140,7887,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,7890,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
23,7902,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,7904,How to watch the first presidential debate,Real,F6430A
140,7905,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,7941,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,7962,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
150,7964,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
42,7966,National poll: Clinton leads Trump by 6,Real,B4EA27
140,7983,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,8006,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,8015,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
98,8030,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
140,8077,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,8113,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,8123,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,8123,How to watch the first presidential debate,Real,F6430A
42,8133,National poll: Clinton leads Trump by 6,Real,B4EA27
17,8134,Jeb Bush to lecture at Harvard this fall,Real,A26558
34,8134,Sacramento mayor punches pie thrower,Real,581460
42,8134,National poll: Clinton leads Trump by 6,Real,B4EA27
51,8134,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
85,8134,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',Real,535FB1
109,8168,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
23,8174,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
169,8181,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,8183,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,8208,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,8220,How to watch the first presidential debate,Real,F6430A
45,8223,How to watch the first presidential debate,Real,F6430A
109,8253,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
121,8267,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
143,8267,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
169,8267,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,8293,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,8294,How to watch the first presidential debate,Real,F6430A
23,8309,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
150,8309,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
42,8338,National poll: Clinton leads Trump by 6,Real,B4EA27
140,8342,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,8362,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
169,8365,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
98,8370,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
109,8370,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
42,8373,National poll: Clinton leads Trump by 6,Real,B4EA27
140,8382,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,8393,Jeb Bush to lecture at Harvard this fall,Real,A26558
150,8413,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
42,8426,National poll: Clinton leads Trump by 6,Real,B4EA27
45,8485,How to watch the first presidential debate,Real,F6430A
140,8542,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,8546,How to watch the first presidential debate,Real,F6430A
42,8566,National poll: Clinton leads Trump by 6,Real,B4EA27
45,8593,How to watch the first presidential debate,Real,F6430A
10,8609,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,8609,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
41,8609,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,8609,National poll: Clinton leads Trump by 6,Real,B4EA27
121,8627,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
10,8663,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
169,8679,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
98,8708,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
150,8742,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
23,8746,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
109,8751,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,8751,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,8761,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,8783,Jeb Bush to lecture at Harvard this fall,Real,A26558
17,8787,Jeb Bush to lecture at Harvard this fall,Real,A26558
140,8798,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,8825,National poll: Clinton leads Trump by 6,Real,B4EA27
140,8831,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,8850,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,8868,How to watch the first presidential debate,Real,F6430A
115,8878,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,8878,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
34,8880,Sacramento mayor punches pie thrower,Real,581460
42,8880,National poll: Clinton leads Trump by 6,Real,B4EA27
75,8880,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',Real,2C2ED2
42,8894,National poll: Clinton leads Trump by 6,Real,B4EA27
109,8914,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,8931,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
109,8939,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
150,8953,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
17,8957,Jeb Bush to lecture at Harvard this fall,Real,A26558
23,8992,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,8992,How to watch the first presidential debate,Real,F6430A
42,8997,National poll: Clinton leads Trump by 6,Real,B4EA27
45,9015,How to watch the first presidential debate,Real,F6430A
120,9018,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,Fake,3DBF7A
144,9018,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,Fake,290C3D
45,9025,How to watch the first presidential debate,Real,F6430A
23,9048,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
17,9061,Jeb Bush to lecture at Harvard this fall,Real,A26558
140,9095,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,9098,National poll: Clinton leads Trump by 6,Real,B4EA27
45,9098,How to watch the first presidential debate,Real,F6430A
140,9117,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,9129,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,9129,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,9129,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,9129,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
31,9140,Clinton: ‘The next 50 days will determine the next 50 years’,Real,C2F13C
42,9140,National poll: Clinton leads Trump by 6,Real,B4EA27
115,9163,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
45,9204,How to watch the first presidential debate,Real,F6430A
45,9210,How to watch the first presidential debate,Real,F6430A
140,9228,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,9229,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
34,9250,Sacramento mayor punches pie thrower,Real,581460
42,9250,National poll: Clinton leads Trump by 6,Real,B4EA27
75,9250,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',Real,2C2ED2
42,9253,National poll: Clinton leads Trump by 6,Real,B4EA27
10,9309,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
45,9310,How to watch the first presidential debate,Real,F6430A
41,9320,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
45,9341,How to watch the first presidential debate,Real,F6430A
42,9350,National poll: Clinton leads Trump by 6,Real,B4EA27
45,9355,How to watch the first presidential debate,Real,F6430A
115,9358,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
121,9358,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
150,9373,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
10,9384,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
138,9407,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
109,9413,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,9424,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,9481,Jeb Bush to lecture at Harvard this fall,Real,A26558
150,9486,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
150,9500,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
23,9553,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
140,9568,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,9570,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
169,9596,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
107,9607,WHOA! NEW DISTURBING VIDEO Shows HILLARY'S Campaign Likely FAKED Her Audience At NC Rally * 100percentfedUp.com,Fake,633F13
140,9619,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,9641,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
23,9652,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
21,9659,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
23,9659,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,9659,How to watch the first presidential debate,Real,F6430A
45,9661,How to watch the first presidential debate,Real,F6430A
115,9664,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
98,9679,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
109,9679,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,9682,How to watch the first presidential debate,Real,F6430A
140,9684,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
82,9714,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
109,9726,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
138,9726,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,9726,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
109,9763,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
138,9763,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,9763,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,9766,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
30,9782,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",Real,A0E7B2
45,9785,How to watch the first presidential debate,Real,F6430A
138,9792,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
45,9794,How to watch the first presidential debate,Real,F6430A
169,9809,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,9816,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,9834,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,9848,Jeb Bush to lecture at Harvard this fall,Real,A26558
34,9848,Sacramento mayor punches pie thrower,Real,581460
42,9848,National poll: Clinton leads Trump by 6,Real,B4EA27
51,9848,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
85,9848,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',Real,535FB1
115,9851,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
133,9857,BOOM! Merkel Admits Flooding Germany With Muslim Refugees,Fake,24CE0B
45,9877,How to watch the first presidential debate,Real,F6430A
30,9895,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",Real,A0E7B2
140,9905,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,9920,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,10003,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,10012,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,10054,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
42,10054,National poll: Clinton leads Trump by 6,Real,B4EA27
157,10054,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report,Fake,57EF1C
121,10105,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
140,10105,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
98,10110,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
150,10117,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
30,10118,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",Real,A0E7B2
45,10130,How to watch the first presidential debate,Real,F6430A
45,10155,How to watch the first presidential debate,Real,F6430A
34,10178,Sacramento mayor punches pie thrower,Real,581460
42,10178,National poll: Clinton leads Trump by 6,Real,B4EA27
51,10178,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
45,10201,How to watch the first presidential debate,Real,F6430A
115,10206,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,10206,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
143,10206,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
45,10209,How to watch the first presidential debate,Real,F6430A
143,10212,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
115,10241,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,10241,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,10241,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,10241,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
169,10262,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
45,10270,How to watch the first presidential debate,Real,F6430A
109,10279,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,10290,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,10303,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,10364,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,10364,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,10371,How to watch the first presidential debate,Real,F6430A
120,10386,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,Fake,3DBF7A
138,10386,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,10386,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
144,10386,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,Fake,290C3D
42,10404,National poll: Clinton leads Trump by 6,Real,B4EA27
78,10404,Insiders: The heat is on Hillary,Real,232D46
138,10423,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,10439,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,10449,National poll: Clinton leads Trump by 6,Real,B4EA27
128,10475,DESPICABLE! Hillary Wants To Put Hero Cop Who Stopped Mall Terror Attack Out Of BUSINESS ⋆ Freedom Daily,Fake,719576
138,10480,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,10487,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,10500,How to watch the first presidential debate,Real,F6430A
17,10512,Jeb Bush to lecture at Harvard this fall,Real,A26558
10,10516,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
45,10527,How to watch the first presidential debate,Real,F6430A
42,10544,National poll: Clinton leads Trump by 6,Real,B4EA27
140,10549,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,10568,National poll: Clinton leads Trump by 6,Real,B4EA27
140,10572,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,10582,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
42,10590,National poll: Clinton leads Trump by 6,Real,B4EA27
138,10638,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,10638,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
172,10638,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO],Fake,7EB31E
21,10650,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
45,10650,How to watch the first presidential debate,Real,F6430A
10,10694,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
78,10708,Insiders: The heat is on Hillary,Real,232D46
109,10724,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,10730,How to watch the first presidential debate,Real,F6430A
140,10736,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,10759,How to watch the first presidential debate,Real,F6430A
17,10771,Jeb Bush to lecture at Harvard this fall,Real,A26558
45,10774,How to watch the first presidential debate,Real,F6430A
115,10776,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
150,10782,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,10802,How to watch the first presidential debate,Real,F6430A
140,10808,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
31,10836,Clinton: ‘The next 50 days will determine the next 50 years’,Real,C2F13C
45,10862,How to watch the first presidential debate,Real,F6430A
23,10874,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
42,10882,National poll: Clinton leads Trump by 6,Real,B4EA27
82,10886,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
115,10891,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,10891,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
45,10906,How to watch the first presidential debate,Real,F6430A
42,10920,National poll: Clinton leads Trump by 6,Real,B4EA27
45,10929,How to watch the first presidential debate,Real,F6430A
45,10944,How to watch the first presidential debate,Real,F6430A
169,10952,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
23,10974,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,10974,How to watch the first presidential debate,Real,F6430A
140,10995,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,11011,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,11025,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,11044,Jeb Bush to lecture at Harvard this fall,Real,A26558
85,11073,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',Real,535FB1
42,11074,National poll: Clinton leads Trump by 6,Real,B4EA27
115,11123,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
150,11132,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
115,11142,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
45,11146,How to watch the first presidential debate,Real,F6430A
21,11156,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
157,11164,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report,Fake,57EF1C
21,11171,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
138,11178,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,11217,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,11225,How to watch the first presidential debate,Real,F6430A
10,11234,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
23,11234,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
41,11234,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,11234,National poll: Clinton leads Trump by 6,Real,B4EA27
45,11234,How to watch the first presidential debate,Real,F6430A
52,11234,In Defense of ‘He Said/She Said’ Journalism,Real,577445
45,11257,How to watch the first presidential debate,Real,F6430A
